,0
2019-02-17,13.463232792185817
2019-02-18,15.115522966316389
2019-02-19,15.806156655236366
2019-02-20,15.74832491601605
2019-02-21,14.713826829743747
2019-02-22,16.006501546797587
2019-02-23,16.338100892768523
2019-02-24,17.093073805173827
2019-02-25,17.540662607209622
2019-02-26,18.57715085386542
2019-02-27,17.504349024203165
2019-02-28,17.346925926754516
2019-03-01,18.337756520580513
2019-03-02,20.795099211476302
2019-03-03,21.78182078482314
2019-03-04,22.38764179272595
2019-03-05,22.4397960864187
2019-03-06,22.468063416858175
2019-03-07,22.948091369761986
2019-03-08,22.868365949934557
2019-03-09,23.700358019716337
2019-03-10,24.42620167685427
2019-03-11,27.118780528110804
2019-03-12,27.75367959297551
2019-03-13,29.581570354411244
2019-03-14,29.901360018904207
2019-03-15,31.587924437086382
2019-03-16,34.753024658545144
2019-03-17,34.943459189696476
2019-03-18,34.56111065281066
2019-03-19,36.38379053627363
2019-03-20,37.214297599121444
2019-03-21,37.735858236712716
2019-03-22,38.96000041348965
2019-03-23,40.03414819940545
2019-03-24,42.051376062455304
2019-03-25,43.25876857860447
2019-03-26,43.48983660924547
2019-03-27,43.189934121099775
2019-03-28,42.28076860629335
2019-03-29,42.01299983908202
2019-03-30,43.90979794929883
2019-03-31,43.286733110591925
2019-04-01,44.14123264072074
2019-04-02,46.1579583268642
2019-04-03,47.54062290832559
2019-04-04,49.85579776228381
2019-04-05,51.38587352051044
2019-04-06,53.73574730242569
2019-04-07,53.964211717858845
2019-04-08,53.940062276673764
2019-04-09,56.671691708473794
2019-04-10,57.80750312946338
2019-04-11,58.68822795314376
2019-04-12,58.91581973072961
2019-04-13,61.28958622781699
2019-04-14,62.555060415963
2019-04-15,63.831410842336034
2019-04-16,63.97002891923476
2019-04-17,64.82904724777454
2019-04-18,65.17745990500367
2019-04-19,65.84551342829911
2019-04-20,66.92738265808376
2019-04-21,67.1802236264461
2019-04-22,67.09952484854556
2019-04-23,68.62901343464418
2019-04-24,68.36607482369054
2019-04-25,70.48810265663602
2019-04-26,72.73949527070631
2019-04-27,72.08640495147172
2019-04-28,74.40480474451535
